Date,Open,Close,Predicted_Open,%_error
05-10-2021,1989.878689,1977.360229,1975.269019,-0.73%
06-10-2021,1971.0761,1950.827148,1949.070616,-1.12%
07-10-2021,1963.046308,1947.5354,1945.820389,-0.88%
08-10-2021,1945.091495,1931.47583,1929.963388,-0.78%
11-10-2021,1944.094041,1970.427612,1968.423847,1.25%
12-10-2021,1975.016157,1990.078125,1987.826496,0.65%
13-10-2021,1998.955605,2004.292114,2001.861195,0.15%
14-10-2021,2002.945688,2012.721069,2010.183831,0.36%
18-10-2021,2012.720843,2006.536377,2004.07715,-0.43%
19-10-2021,2006.835761,2030.226685,2027.468637,1.03%
20-10-2021,2036.86005,2010.376831,2007.869162,-1.42%
21-10-2021,2025.887574,2138.35376,2134.231839,5.35%
22-10-2021,2149.475616,2165.934082,2161.464273,0.56%
25-10-2021,2146.583197,2149.076904,2144.819725,-0.08%
26-10-2021,2149.076667,2205.384521,2200.4171,2.39%
27-10-2021,2194.462122,2182.741699,2178.059886,-0.75%
